deeplink,image_url,price,product_id,product_name,brand,Colour,gender,description
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Contrast+Insert+Tote+Bag&wgtarget=http://www.julesb.co.uk/contrast-insert-tote-bag-p781656,http://www.julesb.co.uk/images/contrast-insert-tote-bag-p781656-1609327_medium.jpg,38.49,781656,"Contrast Insert Tote Bag","Kris - Ana","Black & Red > Dark Blue",Female,"Contrast Insert Tote Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Ellona+Sweatshirt&wgtarget=http://www.julesb.co.uk/ellona-sweatshirt-p783742,http://www.julesb.co.uk/images/ellona-sweatshirt-p783742-1740087_medium.jpg,62.99,783742,"Ellona Sweatshirt",Gestuz,Grey,Female,"Ellona Sweatshirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Selma+Mini+Shoulder+Bag&wgtarget=http://www.julesb.co.uk/michael-michael-kors-selma-mini-shoulder-bag-p785086,http://www.julesb.co.uk/images/michael-michael-kors-selma-mini-shoulder-bag-p785086-1856964_medium.jpg,139.99,785086,"Selma Mini Shoulder Bag","MICHAEL Michael Kors","Black > Raspberry > Navy > Orange",Female,"Selma Mini Shoulder Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Blue+Pashmina+Scarf&wgtarget=http://www.julesb.co.uk/blue-pashmina-scarf-p785124,http://www.julesb.co.uk/images/blue-pashmina-scarf-p785124-1866232_medium.jpg,24.49,785124,"Blue Pashmina Scarf","Pashmina Original",Blue,Female,"Blue Pashmina Scarf"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Yellow+Pashmina+Scarf&wgtarget=http://www.julesb.co.uk/yellow-pashmina-scarf-p785168,http://www.julesb.co.uk/images/yellow-pashmina-scarf-p785168-1866220_medium.jpg,24.49,785168,"Yellow Pashmina Scarf","Pashmina Original",Fuchsia,Female,"Yellow Pashmina Scarf"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Small+Emile+Tote+Bag&wgtarget=http://www.julesb.co.uk/small-emile-tote-bag-p785257,http://www.julesb.co.uk/images/small-emile-tote-bag-p785257-1632317_medium.jpg,637.49,785257,"Small Emile Tote Bag","Alexander Wang",Black,Female,"Small Emile Tote Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Villous+Zip-Through+Sweatshirt&wgtarget=http://www.julesb.co.uk/villous-zip-through-sweatshirt-p785481,http://www.julesb.co.uk/images/villous-zip-through-sweatshirt-p785481-1743884_medium.jpg,194.99,785481,"Villous Zip-Through Sweatshirt","Helmut Lang",Black,Female,"Villous Zip-Through Sweatshirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Marion+Pebble+Shoulder+Bag&wgtarget=http://www.julesb.co.uk/marion-pebble-shoulder-bag-p785578,http://www.julesb.co.uk/images/marion-pebble-shoulder-bag-p785578-1733390_medium.jpg,374.49,785578,"Marion Pebble Shoulder Bag","Alexander Wang",Black,Female,"Marion Pebble Shoulder Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Oyster+Marion+Shoulder+Bag&wgtarget=http://www.julesb.co.uk/oyster-marion-shoulder-bag-p785585,http://www.julesb.co.uk/images/oyster-marion-shoulder-bag-p785585-1733399_medium.jpg,439.99,785585,"Oyster Marion Shoulder Bag","Alexander Wang",Oyster,Female,"Oyster Marion Shoulder Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Skull+Necklace&wgtarget=http://www.julesb.co.uk/skull-necklace-p785670,http://www.julesb.co.uk/images/skull-necklace-p785670-1718789_medium.jpg,74.99,785670,"Skull Necklace","Dewa Paris",Silver,Female,"Skull Necklace"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Horn+Skull+Necklace&wgtarget=http://www.julesb.co.uk/horn-skull-necklace-p785674,http://www.julesb.co.uk/images/horn-skull-necklace-p785674-1718798_medium.jpg,57.50,785674,"Horn Skull Necklace","Dewa Paris",Silver,Female,"Horn Skull Necklace"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Wishbone+Bracelet&wgtarget=http://www.julesb.co.uk/wishbone-bracelet-p785678,http://www.julesb.co.uk/images/wishbone-bracelet-p785678-1718807_medium.jpg,68.74,785678,"Wishbone Bracelet","Dewa Paris",Gold,Female,"Wishbone Bracelet"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Leopard+Ring&wgtarget=http://www.julesb.co.uk/leopard-ring-p785680,http://www.julesb.co.uk/images/leopard-ring-p785680-1718810_medium.jpg,47.50,785680,"Leopard Ring","Dewa Paris",Silver,Female,"Leopard Ring"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Wishbone+Bracelet&wgtarget=http://www.julesb.co.uk/wishbone-bracelet-p785690,http://www.julesb.co.uk/images/wishbone-bracelet-p785690-1718769_medium.jpg,60.49,785690,"Wishbone Bracelet","Dewa Paris",Silver,Female,"Wishbone Bracelet"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Large+Cuff&wgtarget=http://www.julesb.co.uk/large-cuff-p785725,http://www.julesb.co.uk/images/large-cuff-p785725-1760710_medium.jpg,197.50,785725,"Large Cuff","Robert Lee Morris","Rose Gold > Gold > Silver",Female,"Large Cuff"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Double+Twist+Ring&wgtarget=http://www.julesb.co.uk/double-twist-ring-p785729,http://www.julesb.co.uk/images/double-twist-ring-p785729-1760718_medium.jpg,87.50,785729,"Double Twist Ring","Robert Lee Morris","Rose Gold > Silver",Female,"Double Twist Ring"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Chain+Shoulder+Bag&wgtarget=http://www.julesb.co.uk/chain-shoulder-bag-p785751,http://www.julesb.co.uk/images/chain-shoulder-bag-p785751-1768274_medium.jpg,83.99,785751,"Chain Shoulder Bag","Armani Jeans","Red > Black",Female,"Chain Shoulder Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cross+Body+Bag&wgtarget=http://www.julesb.co.uk/cross-body-bag-p785753,http://www.julesb.co.uk/images/cross-body-bag-p785753-1768970_medium.jpg,104.99,785753,"Cross Body Bag","Armani Jeans",Black,Female,"Cross Body Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=High+Waisted+Slim+Jeans&wgtarget=http://www.julesb.co.uk/high-waisted-slim-jeans-p785830,http://www.julesb.co.uk/images/high-waisted-slim-jeans-p785830-1763373_medium.jpg,89.99,785830,"High Waisted Slim Jeans","Armani Jeans",Navy,Female,"High Waisted Slim Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Thor+Jeans&wgtarget=http://www.julesb.co.uk/thor-jeans-p785996,http://www.julesb.co.uk/images/thor-jeans-p785996-1861808_medium.jpg,119.99,785996,"Thor Jeans","Isabel Marant",Blue,Female,"Thor Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Wona+Trousers&wgtarget=http://www.julesb.co.uk/wona-trousers-p786009,http://www.julesb.co.uk/images/wona-trousers-p786009-1860775_medium.jpg,137.99,786009,"Wona Trousers","Isabel Marant",Cream,Female,"Wona Trousers"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Rohan+Oversized+Pullover&wgtarget=http://www.julesb.co.uk/rohan-oversized-pullover-p786017,http://www.julesb.co.uk/images/rohan-oversized-pullover-p786017-1733550_medium.jpg,158.99,786017,"Rohan Oversized Pullover","Isabel Marant","Blue > Charcoal",Female,"Rohan Oversized Pullover"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Heavily+Textured+Scarf&wgtarget=http://www.julesb.co.uk/heavily-textured-scarf-p786038,http://www.julesb.co.uk/images/heavily-textured-scarf-p786038-1858699_medium.jpg,92.50,786038,"Heavily Textured Scarf","Art Point",Black,Female,"Heavily Textured Scarf"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Flared+Skirt&wgtarget=http://www.julesb.co.uk/flared-skirt-p786040,http://www.julesb.co.uk/images/flared-skirt-p786040-1843731_medium.jpg,146.24,786040,"Flared Skirt","Art Point",Grey,Female,"Flared Skirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Multi+Zip+Gilet&wgtarget=http://www.julesb.co.uk/multi-zip-gilet-p786042,http://www.julesb.co.uk/images/multi-zip-gilet-p786042-1860338_medium.jpg,158.99,786042,"Multi Zip Gilet","Art Point","Charcoal > Brown",Female,"Multi Zip Gilet"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Panel+Wrap+Jacket&wgtarget=http://www.julesb.co.uk/panel-wrap-jacket-p786047,http://www.julesb.co.uk/images/panel-wrap-jacket-p786047-1860318_medium.jpg,156.74,786047,"Panel Wrap Jacket","Art Point",Black,Female,"Panel Wrap Jacket"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Voila+Jumper&wgtarget=http://www.julesb.co.uk/voila-jumper-p786051,http://www.julesb.co.uk/images/voila-jumper-p786051-1861828_medium.jpg,161.99,786051,"Voila Jumper","Markus Lupfer",Grey,Female,"Voila Jumper"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cat+Ears+Hat&wgtarget=http://www.julesb.co.uk/cat-ears-hat-p786112,http://www.julesb.co.uk/images/cat-ears-hat-p786112-1719529_medium.jpg,52.49,786112,"Cat Ears Hat","Helene Berman","Red > Cream",Female,"Cat Ears Hat"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Mid-Rise+Skinny+Jeans&wgtarget=http://www.julesb.co.uk/mid-rise-skinny-jeans-p786153,http://www.julesb.co.uk/images/mid-rise-skinny-jeans-p786153-1856789_medium.jpg,104.99,786153,"Mid-Rise Skinny Jeans","Armani Jeans",Blue,Female,"Mid-Rise Skinny Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cotton+Sweatpants&wgtarget=http://www.julesb.co.uk/cotton-sweatpants-p786167,http://www.julesb.co.uk/images/cotton-sweatpants-p786167-1741941_medium.jpg,107.24,786167,"Cotton Sweatpants","T by Alexander Wang","Black > Grey",Female,"Cotton Sweatpants"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cotton+Sweatshorts&wgtarget=http://www.julesb.co.uk/cotton-sweatshorts-p786170,http://www.julesb.co.uk/images/cotton-sweatshorts-p786170-1741970_medium.jpg,77.50,786170,"Cotton Sweatshorts","T by Alexander Wang",Black,Female,"Cotton Sweatshorts"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Selma+Small+Tote+Bag&wgtarget=http://www.julesb.co.uk/michael-michael-kors-selma-small-tote-bag-p786205,http://www.julesb.co.uk/images/michael-michael-kors-selma-small-tote-bag-p786205-1661421_medium.jpg,259.99,786205,"Selma Small Tote Bag","MICHAEL Michael Kors","Brown > Black > Orange",Female,"Selma Small Tote Bag"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Joff+Jacket&wgtarget=http://www.julesb.co.uk/isabel-marant-joff-jacket-p786263,http://www.julesb.co.uk/images/joff-jacket-p786263-1851853_medium.jpg,172.24,786263,"Joff Jacket","Isabel Marant","Red > Black",Female,"Joff Jacket"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Sheri+Straight+Leg+Jeans&wgtarget=http://www.julesb.co.uk/sheri-straight-leg-jeans-p786371,http://www.julesb.co.uk/images/sheri-straight-leg-jeans-p786371-1852640_medium.jpg,149.99,786371,"Sheri Straight Leg Jeans",NYDJ,"Dark Blue",Female,"Sheri Straight Leg Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Haifa+Drape+Skirt&wgtarget=http://www.julesb.co.uk/oska-haifa-drape-skirt-p786449,http://www.julesb.co.uk/images/oska-haifa-drape-skirt-p786449-1714774_medium.jpg,70.84,786449,"Haifa Drape Skirt",Oska,,Female,"Haifa Drape Skirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Fabric+Poppy+Necklace&wgtarget=http://www.julesb.co.uk/fabric-poppy-necklace-p786494,http://www.julesb.co.uk/images/fabric-poppy-necklace-p786494-1742460_medium.jpg,59.99,786494,"Fabric Poppy Necklace","Crea Concept",Black,Female,"Fabric Poppy Necklace"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Small+Patent+Purse&wgtarget=http://www.julesb.co.uk/small-patent-purse-p786657,http://www.julesb.co.uk/images/small-patent-purse-p786657-1846175_medium.jpg,59.49,786657,"Small Patent Purse","Armani Jeans","Red > Beige > Black",Female,"Small Patent Purse"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Fur+Trim+Cable+Knit+Poncho&wgtarget=http://www.julesb.co.uk/fur-trim-cable-knit-poncho-p786742,http://www.julesb.co.uk/images/fur-trim-cable-knit-poncho-p786742-1763320_medium.jpg,194.99,786742,"Fur Trim Cable Knit Poncho","Armani Jeans","Black > Grey",Female,"Fur Trim Cable Knit Poncho"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Skinny+Ankle+Jeans&wgtarget=http://www.julesb.co.uk/skinny-ankle-jeans-p786932,http://www.julesb.co.uk/images/skinny-ankle-jeans-p786932-1853151_medium.jpg,119.99,786932,"Skinny Ankle Jeans",NYDJ,Black,Female,"Skinny Ankle Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Cat+Sweatshirt&wgtarget=http://www.julesb.co.uk/cat-sweatshirt-p786978,http://www.julesb.co.uk/images/cat-sweatshirt-p786978-1731123_medium.jpg,90.34,786978,"Cat Sweatshirt","Paul by Paul Smith",Grey,Female,"Cat Sweatshirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Graphic+Sweater&wgtarget=http://www.julesb.co.uk/graphic-sweater-p787054,http://www.julesb.co.uk/images/graphic-sweater-p787054-1731141_medium.jpg,92.99,787054,"Graphic Sweater","Paul by Paul Smith",Orange,Female,"Graphic Sweater"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Theora+Jumper&wgtarget=http://www.julesb.co.uk/theora-jumper-p787120,http://www.julesb.co.uk/images/theora-jumper-p787120-1860742_medium.jpg,122.49,787120,"Theora Jumper","Isabel Marant",Red,Female,"Theora Jumper"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Gael+Jacket&wgtarget=http://www.julesb.co.uk/gael-jacket-p787128,http://www.julesb.co.uk/images/gael-jacket-p787128-1860867_medium.jpg,244.74,787128,"Gael Jacket","Isabel Marant",Red,Female,"Gael Jacket"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Felt+Panel+Coat&wgtarget=http://www.julesb.co.uk/felt-panel-coat-p787140,http://www.julesb.co.uk/images/felt-panel-coat-p787140-1764924_medium.jpg,243.74,787140,"Felt Panel Coat","Armani Jeans",Black,Female,"Felt Panel Coat"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Pompea+Corduroy+Trousers&wgtarget=http://www.julesb.co.uk/oska-pompea-corduroy-trousers-p787149,http://www.julesb.co.uk/images/oska-pompea-corduroy-trousers-p787149-1714722_medium.jpg,128.99,787149,"Pompea Corduroy Trousers",Oska,,Female,"Pompea Corduroy Trousers"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Logo+Scarf&wgtarget=http://www.julesb.co.uk/logo-scarf-p787177,http://www.julesb.co.uk/images/logo-scarf-p787177-1748860_medium.jpg,89.24,787177,"Logo Scarf","Armani Jeans","Grey > Navy",Female,"Logo Scarf"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Double+Heart+Necklace&wgtarget=http://www.julesb.co.uk/double-heart-necklace-p787243,http://www.julesb.co.uk/images/double-heart-necklace-p787243-1710734_medium.jpg,22.49,787243,"Double Heart Necklace",Nouv-Elle,"Rose Gold > Silver",Female,"Double Heart Necklace"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Logo+Sweatshirt&wgtarget=http://www.julesb.co.uk/logo-sweatshirt-p787456,http://www.julesb.co.uk/images/logo-sweatshirt-p787456-1673689_medium.jpg,63.24,787456,"Logo Sweatshirt","Armani Jeans","Red > Navy",Female,"Logo Sweatshirt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Short+Belted+Puffa+Jacket&wgtarget=http://www.julesb.co.uk/short-belted-puffa-jacket-p787498,http://www.julesb.co.uk/images/short-belted-puffa-jacket-p787498-1739654_medium.jpg,244.74,787498,"Short Belted Puffa Jacket","Versace Collection",Turquoise,Female,"Short Belted Puffa Jacket"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Uden+Belt&wgtarget=http://www.julesb.co.uk/uden-belt-p787551,http://www.julesb.co.uk/images/uden-belt-p787551-1759970_medium.jpg,29.24,787551,"Uden Belt","Isabel Marant",Grey,Female,"Uden Belt"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Twist+Knit+Sweater&wgtarget=http://www.julesb.co.uk/twist-knit-sweater-p787614,http://www.julesb.co.uk/images/twist-knit-sweater-p787614-1674564_medium.jpg,80.00,787614,"Twist Knit Sweater","Paul by Paul Smith","Black > Green",Female,"Twist Knit Sweater"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Marissa+Jumper&wgtarget=http://www.julesb.co.uk/marissa-jumper-p787688,http://www.julesb.co.uk/images/marissa-jumper-p787688-1730757_medium.jpg,164.99,787688,"Marissa Jumper","Rag & Bone","Blue > Black",Female,"Marissa Jumper"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Mohair+Cardigan&wgtarget=http://www.julesb.co.uk/mohair-cardigan-p787720,http://www.julesb.co.uk/images/mohair-cardigan-p787720-1743902_medium.jpg,217.74,787720,"Mohair Cardigan","Isabel de Pedro",Purple,Female,"Mohair Cardigan"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Wrap+Coat&wgtarget=http://www.julesb.co.uk/wrap-coat-p787759,http://www.julesb.co.uk/images/wrap-coat-p787759-1744333_medium.jpg,200.74,787759,"Wrap Coat","Isabel de Pedro",Black,Female,"Wrap Coat"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Faux+Suede+Shaping+Leggings&wgtarget=http://www.julesb.co.uk/faux-suede-shaping-leggings-p787772,http://www.julesb.co.uk/images/faux-suede-shaping-leggings-p787772-1866162_medium.jpg,76.99,787772,"Faux Suede Shaping Leggings",Lysse,Charcoal,Female,"Faux Suede Shaping Leggings"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Herringbone+Coat&wgtarget=http://www.julesb.co.uk/herringbone-coat-p787811,http://www.julesb.co.uk/images/herringbone-coat-p787811-1690235_medium.jpg,274.99,787811,"Herringbone Coat","Paul Smith Black",Black,Female,"Herringbone Coat"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Abbey+High+Rise+Super+Skinny+Jeans&wgtarget=http://www.julesb.co.uk/abbey-high-rise-super-skinny-jeans-p787826,http://www.julesb.co.uk/images/abbey-high-rise-super-skinny-jeans-p787826-1735088_medium.jpg,76.50,787826,"Abbey High Rise Super Skinny Jeans","True Religion",Black,Female,"Abbey High Rise Super Skinny Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Chrissy+Mid+Rise+Jeans&wgtarget=http://www.julesb.co.uk/chrissy-mid-rise-jeans-p787828,http://www.julesb.co.uk/images/chrissy-mid-rise-jeans-p787828-1732987_medium.jpg,100.00,787828,"Chrissy Mid Rise Jeans","True Religion",Blue,Female,"Chrissy Mid Rise Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Midnight+Chrissy+Jeans&wgtarget=http://www.julesb.co.uk/midnight-chrissy-jeans-p787845,http://www.julesb.co.uk/images/midnight-chrissy-jeans-p787845-1730690_medium.jpg,98.99,787845,"Midnight Chrissy Jeans","True Religion",Black,Female,"Midnight Chrissy Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Gina+Bootcut+Jeans&wgtarget=http://www.julesb.co.uk/gina-bootcut-jeans-p787847,http://www.julesb.co.uk/images/gina-bootcut-jeans-p787847-1734641_medium.jpg,85.00,787847,"Gina Bootcut Jeans","True Religion",Black,Female,"Gina Bootcut Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Navy+Slimline+Laptop+Backpack&wgtarget=http://www.julesb.co.uk/navy-slimline-laptop-backpack-p787853,http://www.julesb.co.uk/images/navy-slimline-laptop-backpack-p787853-1730666_medium.jpg,67.99,787853,"Navy Slimline Laptop Backpack",Victorinox,Navy,Unisex,"Navy Slimline Laptop Backpack"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Red+Slimline+Laptop+Backpack&wgtarget=http://www.julesb.co.uk/red-slimline-laptop-backpack-p787855,http://www.julesb.co.uk/images/red-slimline-laptop-backpack-p787855-1730669_medium.jpg,67.99,787855,"Red Slimline Laptop Backpack",Victorinox,Red,Unisex,"Red Slimline Laptop Backpack"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Gina+Mini+Bootcut+Jeans&wgtarget=http://www.julesb.co.uk/gina-mini-bootcut-jeans-p787869,http://www.julesb.co.uk/images/gina-mini-bootcut-jeans-p787869-1856864_medium.jpg,90.00,787869,"Gina Mini Bootcut Jeans","True Religion",Blue,Female,"Gina Mini Bootcut Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Black+Slimline+Laptop+Backpack&wgtarget=http://www.julesb.co.uk/black-slimline-laptop-backpack-p787941,http://www.julesb.co.uk/images/black-slimline-laptop-backpack-p787941-1730671_medium.jpg,67.99,787941,"Black Slimline Laptop Backpack",Victorinox,Black,Unisex,"Black Slimline Laptop Backpack"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Ponte+Skinny+Jeans&wgtarget=http://www.julesb.co.uk/nydj-ponte-skinny-jeans-p787983,http://www.julesb.co.uk/images/nydj-ponte-skinny-jeans-p787983-1859744_medium.jpg,59.99,787983,"Ponte Skinny Jeans",NYDJ,Black,Female,"Ponte Skinny Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Stretch+Fit+Jeans&wgtarget=http://www.julesb.co.uk/nydj-stretch-fit-jeans-p787985,http://www.julesb.co.uk/images/nydj-stretch-fit-jeans-p787985-1859768_medium.jpg,65.99,787985,"Stretch Fit Jeans",NYDJ,Black,Female,"Stretch Fit Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Jolie+Blues+Jeans&wgtarget=http://www.julesb.co.uk/jolie-blues-jeans-p787987,http://www.julesb.co.uk/images/jolie-blues-jeans-p787987-1734959_medium.jpg,52.49,787987,"Jolie Blues Jeans","2nd Day",Navy,Female,"Jolie Blues Jeans"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Iris+Print+Trousers&wgtarget=http://www.julesb.co.uk/iris-print-trousers-p788424,http://www.julesb.co.uk/images/iris-print-trousers-p788424-1701495_medium.jpg,112.50,788424,"Iris Print Trousers","Paul Smith Black",Orange,Female,"Iris Print Trousers"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Chunky+Rib+Knit+Boot+Socks&wgtarget=http://www.julesb.co.uk/chunky-rib-knit-boot-socks-p788477,http://www.julesb.co.uk/images/chunky-rib-knit-boot-socks-p788477-1756656_medium.jpg,23.99,788477,"Chunky Rib Knit Boot Socks",Hunter,"Purple > Yellow",Unisex,"Chunky Rib Knit Boot Socks"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Half+Cardigan+Stitch+Boot+Socks&wgtarget=http://www.julesb.co.uk/half-cardigan-stitch-boot-socks-p788479,http://www.julesb.co.uk/images/half-cardigan-stitch-boot-socks-p788479-1756662_medium.jpg,23.99,788479,"Half Cardigan Stitch Boot Socks",Hunter,"Black > White > Slate",Unisex,"Half Cardigan Stitch Boot Socks"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Original+Metallic+Wellies&wgtarget=http://www.julesb.co.uk/original-metallic-wellies-p788489,http://www.julesb.co.uk/images/original-metallic-wellies-p788489-1682762_medium.jpg,69.99,788489,"Original Metallic Wellies",Hunter,Silver,Female,"Original Metallic Wellies"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Talik+Coat&wgtarget=http://www.julesb.co.uk/talik-coat-p788603,http://www.julesb.co.uk/images/talik-coat-p788603-1723695_medium.jpg,360.24,788603,"Talik Coat","Vivienne Westwood Anglomania",Green,Female,"Talik Coat"
http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=4125&product=1&wglinkid=128876&productname=Upside+Down+Scarf&wgtarget=http://www.julesb.co.uk/upside-down-scarf-p788611,http://www.julesb.co.uk/images/upside-down-scarf-p788611-1853300_medium.jpg,187.49,788611,"Upside Down Scarf","Vivienne Westwood Accessories",Black,Female,"Upside Down Scarf"
